"Focal_strain","Bact_community","Phage_presence","Time_day","Pop","Density","Rep_pop","Study"
"Klebsiella","K+P+S",1,2,"Klebsiella",0,"92","Johnke_etal"
"Klebsiella","K+P+S",1,2,"Klebsiella",0,"93","Johnke_etal"
"Klebsiella","K+P+S",1,2,"Pseudomonas",1.2e+07,"94","Johnke_etal"
"Klebsiella","K+P+S",1,2,"Pseudomonas",11666666.67,"95","Johnke_etal"
"Klebsiella","K+P+S",1,2,"Pseudomonas",2e+07,"96","Johnke_etal"
"Klebsiella","K+P+S",1,2,"Staphylococcus",4e+06,"97","Johnke_etal"
"Klebsiella","K+P+S",1,2,"Staphylococcus",4420000,"98","Johnke_etal"
"Klebsiella","K+P+S",1,2,"Staphylococcus",1950000,"99","Johnke_etal"
"Klebsiella","K+P+S",1,3,"Klebsiella",0,"100","Johnke_etal"
"Klebsiella","K+P+S",1,3,"Klebsiella",0,"101","Johnke_etal"
"Klebsiella","K+P+S",1,3,"Klebsiella",0,"102","Johnke_etal"
"Klebsiella","K+P+S",1,3,"Pseudomonas",12500000,"103","Johnke_etal"
"Klebsiella","K+P+S",1,3,"Pseudomonas",25500000,"104","Johnke_etal"
"Klebsiella","K+P+S",1,3,"Pseudomonas",17500000,"105","Johnke_etal"
"Klebsiella","K+P+S",1,3,"Staphylococcus",4e+06,"106","Johnke_etal"
"Klebsiella","K+P+S",1,3,"Staphylococcus",6e+06,"107","Johnke_etal"
"Klebsiella","K+P+S",1,3,"Staphylococcus",1240000,"108","Johnke_etal"
"Klebsiella","K+P+S",1,0,"Kleb_phage",233000,"109","Johnke_etal"
"Klebsiella","K+P+S",1,0,"Kleb_phage",6830000,"110","Johnke_etal"
"Klebsiella","K+P+S",1,0,"Kleb_phage",467000,"111","Johnke_etal"
"Klebsiella","K+P+S",1,1,"Kleb_phage",8930000,"112","Johnke_etal"
"Klebsiella","K+P+S",1,1,"Kleb_phage",6300000,"113","Johnke_etal"
"Klebsiella","K+P+S",1,1,"Kleb_phage",7530000,"114","Johnke_etal"
"Klebsiella","K+P+S",1,2,"Kleb_phage",24200000,"115","Johnke_etal"
"Klebsiella","K+P+S",1,2,"Kleb_phage",2.8e+07,"116","Johnke_etal"
"Klebsiella","K+P+S",1,2,"Kleb_phage",31700000,"117","Johnke_etal"
"Klebsiella","K+P+S",1,3,"Kleb_phage",11700000,"118","Johnke_etal"
"Klebsiella","K+P+S",1,3,"Kleb_phage",19300000,"119","Johnke_etal"
"Klebsiella","K+P+S",1,3,"Kleb_phage",1.6e+07,"120","Johnke_etal"
